План адаптации Официанта кофейни «Вкусный кофе»
внимательно читай все колонки и не забывай проставлять отметки о выполнении:) 

№,Действия,Ссылки,Комментарий,Отметка о выполнении,Вопросы к изученному материалу
,День 1 (ознакомительный)
1,Знакомство с сотрудниками кофейни на смене,,"Воспользуйся вопросами. Их ты можешь задать Старшему в смене: 
1. Что было для тебя самым сложным, когда ты только начинал?
2. Какой совет можешь дать мне перед началом стажировки?
3. Что самое важное в общении с гостем нашей кофейни?
4. Что, на твой взгляд, отличает нашу кофейню от других? 




",FALSE
2,"Осмотреть кофейню и получить информацию от старшего в смене (Бариста) по особенностям точки: 
• принцип работы 
• рабочая зона каждого 
• оборудование для работы
• взаимодействие старшего в смене с официантом",,"Узнай, где: 
можно оставлять свои вещи
расположен склад, кухня, санузел
находятся необходимые расходные материалы для работы (хорека, соки, вода, батончики и т.д.)
где включается электричество и гирлянды в кофейне и в какое время 

Уточни: можно ли заходить на кухню во время работы поваров?",FALSE
3,"Узнать у Бариста детали по работе и общению с гостями

""приветствие ➡️ принятие заказа ➡️ прощание""",,,FALSE
4,"Осмотреть витрину и узнать у Бариста о разогреве позиций и подачу гостям (""здесь или с собой?"")",,"Дополнительно можно уточнить у Старшего в смене: 
1. Какие из наших позиций самые популярные и почему?
2. Как мы поддерживаем идеальный вид витрины в течение дня? Что ты делаешь, когда ассортимент заканчивается или смещается? Есть ли правило, как выкладывать новые позиции? 
3. Как ты поступаешь, если гость просит разогреть то, что по нашим стандартам не рекомендуется греть? Ты мягко и вежливо объясняешь это и предлагаешь альтернативу?",FALSE
,Узнать у Бариста основные правила по витрине и выкладки товара,,"Бариста расскажет тебе о ротации еды и всей продукции (упаковки зерна, шоколад и т.д.)",FALSE
6,"Знакомство с кассовым оборудованием.
Узнать у Бариста основные принципы и особенности при работе с кассой  ",,"В первый день тебе нужно узнать базовые стандарты в работе с кассой. 
Попроси Старшего в смене рассказать тебе о важных правилах при работе с кассой (их всего 6)

Задай вопросы Старшему в смене: 
1. Как ты быстрее всего находишь нужные позиции на сенсорном экране?
2. Расскажи про самые частые ошибки новичков при работе с кассой и как их избежать. Может, есть кнопка, которую лучше лишний раз не трогать?
3. Что для тебя является сигналом, что с кассой или с эквайрингом что-то не так? Как ты действуешь в этом случае?


",FALSE
5,"Ознакомиться с рабочего телефона с документом ""Чек-лист кофейни""
Прояснить у Бариста принципы работы с ЧК ","Чек-лист Самокиша
Чек-лист Тургенева 
Чек-лист Луговая","Выбери чек-лист кофейни по тому адресу, на котором ты находишься. 

Важно! Чек-лист один из основных документов для твоей дальнейшей работы, будь внимателен к каждому пункту.",FALSE
6,Рабочий процесс: выполнение задач по чек-листу под контролем Бариста,,"Проходясь по пунктам в чек-листе не стесняйся прояснять у Старшего в смене то, что для тебя может быть непонятным или что вызовет сомнения ",FALSE
7,"В конце первого ознакомительного дня свяжись с Шеф-бариста, сообщи ему обратную связь по первому дню",,,FALSE
8,Отправь логин почты  gmail  Шеф-Бариста,,"При отсутствии логина почты gmail.com необходимо создать самостоятельно. 
Это необходимо для того, чтобы мы открыли тебе документы для дальнейшей работы.",FALSE
