
,, ПЕРВЫЙ  РАБОЧИЙ ДЕНЬ  РАННЕРА
,начало смены ,Подмести летнюю площадку,FALSE
,,Расставить мебель на летней площадке (индивид. обсуждать с Бариста),FALSE
,,"Проверить, чтобы не шатались столы на летней площадке",FALSE
,,"Протереть мебель (лавочки, столы, стулья) и подстолья / ножки стульев от пыли (на летней площадке и в зале)",FALSE
,,Подмести и помыть лестницу,FALSE
,,Протереть входную дверь и дверную ручку с внешней и внутренней стороны,FALSE

,середина смены,Проверить витрину на чистоту: протереть снаружи при необходимости,FALSE
,,Проверить выкладку витрины на аккуратность и красивую расстановку позиций – пример ,FALSE
,,Наполнить расходники для гостей (органайзер),FALSE
,,Протереть навесную полку над раковиной и все содержимое на ней,FALSE
,,Протереть настенное меню (если в пятнах),FALSE
,,Накрутить перчатки для онигурадзу,FALSE

,обязательно проверить,"Помыть резиновые коврики, очистить от грязи",FALSE
,,Протереть лицевую часть бара,FALSE
,,"Протереть деревянные полки за баром с расходниками, полки с дрипами, банками чая, сиропами. А также протереть банки чая и бутылки сиропов",FALSE
,,Протереть кофейные стеллажи и упаковки зерна. Проверить ротацию упаковок,FALSE
,,"Пройтись по кофейне, убрать паутину с углов, потолка, цветов",FALSE
,,Протереть гостевую столешницу и всё содержимое на ней,FALSE
,,"Проверить черные ценники на дубли и соответствие с ценами. При необходимости стереть дубли, либо скорректировать цену",FALSE

,в течение дня (проверять каждый час в зависимости от загруженности),"Проверка летней площадки не менее, чем раз в 1 ч",FALSE
,,"Наполнить зону бара на продажу гостям: сок, вода 0,5, батончики",FALSE
,,"Проверить товарную витрину (стеллажи) – все позиции стоят ровно  с примерно одинаковым расстоянием друг к другу
А также проверить выкладу – все позиции стоят строго по ротации
пример стеллаж 1 
пример стеллаж 2",FALSE
,,"Наполнить органайзеры с расходниками для гостей: сахар в стиках, трубочки, салфетки, размешиватель",FALSE
,,"Пополнить зону гриля на наличие расходных материалов, протереть от крошек",FALSE
,,Витрина: протереть внутри и снаружи,FALSE


,, ВТОРОЙ  РАБОЧИЙ ДЕНЬ  РАННЕРА
,начало смены ,Подмести летнюю площадку,TRUE
,,Расставить мебель на летней площадке (индивид. обсуждать с Бариста),TRUE
,,"Проверить, чтобы не шатались столы на летней площадке",TRUE
,,"Протереть мебель (лавочки, столы, стулья) и подстолья / ножки стульев от пыли (на летней площадке и в зале)",TRUE
,,Подмести и помыть лестницу,FALSE
,,Протереть входную дверь и дверную ручку с внешней и внутренней стороны,FALSE

,середина смены,Проверить витрину на чистоту: протереть снаружи при необходимости,FALSE
,,Проверить выкладку витрины на аккуратность и красивую расстановку позиций – пример ,TRUE
,,Наполнить расходники для гостей (органайзер),TRUE
,,"Проверить цветы на полив в зале и на улице, при необходимости полить
Важно! В летнюю погоду мы тщательно лейкой поливаем цветы в клумбах на летней площадке",TRUE

,обязательно проверить,Протереть вешалку с полкой при входе и плинтуса в кофейне,TRUE
,,"Протереть световые источники в кофейне, кондиционер",FALSE
,,Протереть гостевую столешницу и всё содержимое на ней,FALSE
,,"Проверить черные ценники на дубли и соответствие с ценами. При необходимости стереть дубли, либо скорректировать цену",TRUE
,,"Помыть внутри три холодильника: 
разморозить морозилку за баром и помыть
(1 р в месяц)",TRUE
,,"Убраться на складе:
• Протереть поверхности (если пыльные)
• Разобрать коробки с расходниками и разожить всё аккуратно как на полках, так и в коробках
• С прохода всё убрать (проход должен быть свободен перед снятием остатков)",TRUE

,в течение дня (проверять каждый час в зависимости от загруженности),"Проверка летней площадки не менее, чем раз в 1 ч",FALSE
,,"Наполнить зону бара на продажу гостям: сок, вода 0,5, батончики",FALSE
,,"Проверить товарную витрину (стеллажи) – все позиции стоят ровно  с примерно одинаковым расстоянием друг к другу
А также проверить выкладу – все позиции стоят строго по ротации
пример стеллаж 1 
пример стеллаж 2",FALSE
,,"Наполнить органайзеры с расходниками для гостей: сахар в стиках, трубочки, салфетки, размешиватель",FALSE
,,"Пополнить зону гриля на наличие расходных материалов, протереть от крошек",FALSE
,,Витрина: протереть внутри и снаружи,FALSE


,, ТРЕТИЙ  РАБОЧИЙ ДЕНЬ  РАННЕРА
,начало смены ,Подмести летнюю площадку,TRUE
,,Расставить мебель на летней площадке (индивид. обсуждать с Бариста),TRUE
,,"Проверить, чтобы не шатались столы на летней площадке",TRUE
,,"Протереть мебель (лавочки, столы, стулья) и подстолья / ножки стульев от пыли (на летней площадке и в зале)",TRUE
,,Подмести и помыть лестницу,TRUE
,,Протереть входную дверь и дверную ручку с внешней и внутренней стороны,TRUE

,середина смены,Проверить витрину на чистоту: протереть снаружи при необходимости,TRUE
,,Проверить выкладку витрины на аккуратность и красивую расстановку позиций – пример ,TRUE
,,Наполнить расходники для гостей (органайзер),TRUE
,,"Пройтись по летней площадке и во входной зоне где лестница – убрать паутину с углов, потолка",TRUE
,,"Протереть на летней площадке полки, на которых стоят цветы, декор. Также протереть сам декор ",TRUE
,,"Протереть на летней площадке клумбы цветов (сверху от пыли)
Клумбы находятся слева и справа от скамей",TRUE

,обязательно проверить,"Протереть труднодоступные места
1 - Верхние плинтуса
2 - Проемы кирпичей
3 - Убраться за / под ледогенератором (подмести, помыть полы)
4 - Убраться за холодильниками и морозилкой (подмести, помыть полы)",TRUE
,,"Помыть внутри три холодильника: 
разморозить морозилку за баром и помыть
(1 р в месяц)",TRUE
,,"Проверить летнюю площадку на наличие заросшей травы и мусора. Особенно места вдоль забора с внутренней и внешней стороны. 
Убрать траву и мусор при необходимости",TRUE

,в течение дня (проверять каждый час в зависимости от загруженности),"Проверка летней площадки не менее, чем раз в 1 ч",TRUE
,,"Наполнить зону бара на продажу гостям: сок, вода 0,5, батончики",TRUE
